"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"2104","N677UA",2001,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2105","N678AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2106","N678CA",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2107","N678DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2108","N679AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2109","N679DA",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2110","N68061",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2111","N680AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2112","N680DA",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2113","N68159",2001,"Fixed wing multi engine","BOEING","767-224",2,255,"NA","Turbo-jet"
"2114","N68160",2001,"Fixed wing multi engine","BOEING","767-224",2,255,"NA","Turbo-jet"
"2115","N681DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2116","N682DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2117","N683BR",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2118","N683DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2119","N68452",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2120","N68453",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2121","N684DA",1993,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2122","N684WN",1988,"Fixed wing multi engine","BOEING","737-3TO",2,149,"NA","Turbo-jet"
"2123","N685DA",1995,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2124","N685SW",1986,"Fixed wing multi engine","BOEING","737-3Q8",2,149,"NA","Turbo-fan"
"2125","N686DA",1995,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2126","N687DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2127","N687SW",1986,"Fixed wing multi engine","BOEING","737-3Q8",2,149,"NA","Turbo-fan"
"2128","N68801",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2129","N68802",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2130","N68805",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2131","N68807",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2132","N688DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2133","N689DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2134","N69059",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2135","N69063",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2136","N690DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2137","N691CA",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2138","N691WN",1988,"Fixed wing multi engine","BOEING","737-3G7",2,149,"NA","Turbo-jet"
"2139","N692DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2140","N693CA",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2141","N693DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2142","N693SW",1985,"Fixed wing multi engine","BOEING","737-317",2,149,"NA","Turbo-jet"
"2143","N694DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2144","N694SW",1985,"Fixed wing multi engine","BOEING","737-3T5",2,149,"NA","Turbo-jet"
"2145","N695CA",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2146","N695DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2147","N696DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2148","N697DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2149","N697SW",1988,"Fixed wing multi engine","BOEING","737-3TO",2,149,"NA","Turbo-jet"
"2150","N69804",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2151","N69806",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2152","N698DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2153","N699DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2154","N700GS",1997,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2155","N700UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2156","N701GS",1997,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2157","N701SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2158","N701UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2159","N702SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2160","N702TW",1996,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2161","N702UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2162","N703JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2163","N703SW",1997,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2164","N703TW",1996,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2165","N703UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2166","N704SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2167","N704US",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2168","N704X",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2169","N705JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2170","N705SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2171","N705SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2172","N705TW",1997,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2173","N706JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2174","N706SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2175","N706TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2176","N707EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2177","N707SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2178","N707TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2179","N708EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2180","N708JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2181","N708SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2182","N708UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2183","N709EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2184","N709JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2185","N709SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2186","N709TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2187","N709UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2188","N710EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2189","N710SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2190","N710SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2191","N710TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2192","N710UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2193","N711HK",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2194","N711MQ",1976,"Fixed wing multi engine","GULFSTREAM AEROSPACE","G1159B",2,22,"NA","Turbo-jet"
"2195","N711UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2196","N711ZX",1997,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2197","N712EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2198","N712JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2199","N712SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2200","N712TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2201","N712US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2202","N713EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2203","N713SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2204","N713TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"2205","N713UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2206","N71411",2002,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"2207","N714CB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2208","N714US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2209","N715JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2210","N715SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2211","N715UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2212","N716EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2213","N716SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2214","N716UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2215","N717EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2216","N717JL",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2217","N717SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2218","N717TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2219","N717UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2220","N718EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2221","N718SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2222","N718TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2223","N719EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2224","N719SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2225","N720EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2226","N720WN",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2227","N721TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2228","N721UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2229","N722EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2230","N722TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2231","N722US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2232","N723EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2233","N723SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2234","N723TW",2000,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2235","N723UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2236","N72405",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"2237","N724EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2238","N724SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2239","N724UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2240","N725SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2241","N725UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2242","N726SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2243","N726SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2244","N727SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2245","N727TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,"NA","Turbo-fan"
"2246","N728SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2247","N728SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2248","N729SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2249","N730EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2250","N730SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2251","N730US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2252","N731SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2253","N73251",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2254","N73256",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2255","N73259",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2256","N73270",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2257","N73275",2002,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2258","N73276",2002,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2259","N73283",2004,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2260","N73291",2004,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2261","N73299",2005,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"2262","N732SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2263","N732US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2264","N733SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2265","N733UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2266","N73406",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"2267","N73445",2011,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2268","N734SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2269","N735SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2270","N736SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2271","N737JW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2272","N737MQ",1977,"Fixed wing single engine","CESSNA","172N",1,4,"105","Reciprocating"
"2273","N737US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2274","N73860",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,"NA","Turbo-jet"
"2275","N738CB",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2276","N738EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2277","N738US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2278","N739GB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2279","N740EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2280","N740SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2281","N740SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2282","N740UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2283","N741EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2284","N741SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2285","N741UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2286","N742PS",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2287","N742SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2288","N743SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2289","N744EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2290","N744P",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2291","N744SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2292","N745SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2293","N745VJ",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2294","N746JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2295","N746SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2296","N746SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2297","N746UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2298","N747SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2299","N747UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2300","N74856",2004,"Fixed wing multi engine","BOEING","757-324",2,275,"NA","Turbo-fan"
"2301","N748EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2302","N748SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2303","N748UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2304","N749SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2305","N749US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2306","N750AT",1984,"Fixed wing multi engine","BOEING","757-212",2,178,"NA","Turbo-jet"
"2307","N750EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2308","N750SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2309","N750UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2310","N751EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2311","N751SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2312","N751UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2313","N752SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2314","N752US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2315","N753EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2316","N753SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2317","N753US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
"2318","N75410",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"2319","N75425",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2320","N75428",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2321","N75429",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2322","N75432",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2323","N75433",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2324","N75435",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2325","N75436",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2326","N754EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"2327","N754SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2328","N754UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,"NA","Turbo-fan"
